"record_id","title","year","source_type","publication_status","original_layer","round2_layer","task_category","is_analytical_core","core_id","system_alias","a_level_original","primary_evidence_stage_original","external_evidence_profile_original","evidence_object_original","artifact_status_original","official_url","doi","inclusion_or_exclusion_reason","round2_audit_note"
"CP183","Software Vulnerability Detection using Large Language Models","2023-10","conferencePaper","needs_manual_verification","Background","Background Context","Candidate","no","NA","NA","NA","NA","NA","NA","NA","https://ieeexplore.ieee.org/abstract/document/10301302","10.1109/ISSREW60843.2023.00058","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP184","Code Llama: Open Foundation Models for Code","2024-01-31","preprint","preprint_or_arxiv_from_local_metadata","Excluded","Excluded","Candidate","no","NA","NA","NA","NA","NA","NA","NA","http://arxiv.org/abs/2308.12950","10.48550/ARXIV.2308.12950","与本文 agentic 漏洞挖掘主线关系弱或需人工复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP185","Risks, Causes, and Mitigations of Widespread Deployments of Large Language Models (LLMs): A Survey","2024-09","conferencePaper","needs_manual_verification","Background","Background Context","Survey/Background","no","NA","NA","NA","NA","NA","NA","NA","https://ieeexplore.ieee.org/abstract/document/10863356","10.1109/AIBThings63359.2024.10863356","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP186","Finetuning Large Language Models for Vulnerability Detection","2025","journalArticle","needs_manual_verification","Background","Background Context","Candidate","no","NA","NA","NA","NA","NA","NA","NA","https://ieeexplore.ieee.org/abstract/document/10908394","10.1109/ACCESS.2025.3546700","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP187","LLM4Vuln: A Unified Evaluation Framework for Decoupling and Enhancing LLMs' Vulnerability Reasoning","2025-06-07","preprint","preprint_or_arxiv_from_local_metadata","Supporting","Eligible Supporting","Benchmark/Evaluation","no","NA","NA","NA","NA","NA","NA","NA","http://arxiv.org/abs/2401.16185","10.48550/ARXIV.2401.16185","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP188","LLMs Cannot Reliably Identify and Reason About Security Vulnerabilities (Yet?): A Comprehensive Evaluation, Framework, and Benchmarks","2024-05","conferencePaper","needs_manual_verification","Supporting","Eligible Supporting","Benchmark/Evaluation","no","NA","NA","NA","NA","NA","NA","NA","https://ieeexplore.ieee.org/abstract/document/10646663","10.1109/SP54263.2024.00210","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP189","How Much Data is Enough Data? Fine-Tuning Large Language Models for In-House Translation: Performance Evaluation Across Multiple Dataset Sizes","2024-09","conferencePaper","needs_manual_verification","Supporting","Eligible Supporting","Benchmark/Evaluation","no","NA","NA","NA","NA","NA","NA","NA","https://aclanthology.org/2024.amta-research.20/","NA","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP190","DefectHunter: A Novel LLM-Driven Boosted-Conformer-based Code Vulnerability Detection Mechanism","2023-09-27","preprint","preprint_or_arxiv_from_local_metadata","Background","Background Context","Candidate","no","NA","NA","NA","NA","NA","NA","NA","http://arxiv.org/abs/2309.15324","10.48550/ARXIV.2309.15324","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP191","A survey on large language model based autonomous agents","2024-03-22","journalArticle","preprint_or_arxiv_from_local_metadata","Background","Background Context","Candidate","no","NA","NA","NA","NA","NA","NA","NA","https://arxiv.org/abs/2308.11432","10.1007/s11704-024-40231-1","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP192","Fuzz4All: Universal Fuzzing with Large Language Models","四月 12, 2024","conferencePaper","needs_manual_verification","Supporting","Eligible Supporting","Discovery","no","NA","NA","NA","NA","NA","NA","NA","urn:isbn:979-8-4007-0217-4","10.1145/3597503.3639121","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP193","Large Language Models for Cyber Security: A Systematic Literature Review","九月 29, 2025","journalArticle","published_or_indexed_from_local_metadata","Background","Background Context","Survey/Background","no","NA","NA","NA","NA","NA","NA","NA","https://dl.acm.org/doi/10.1145/3769676","10.1145/3769676","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP194","Large Language Models for Test-Free Fault Localization","二月 6, 2024","conferencePaper","needs_manual_verification","Background","Background Context","Candidate","no","NA","NA","NA","NA","NA","NA","NA","https://dl.acm.org/doi/10.1145/3597503.3623342","10.1145/3597503.3623342","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP195","WhiteFox: White-Box Compiler Fuzzing Empowered by Large Language Models","十月 8, 2024","journalArticle","needs_manual_verification","Supporting","Eligible Supporting","Discovery","no","NA","NA","NA","NA","NA","NA","NA","https://dl.acm.org/doi/10.1145/3689736","10.1145/3689736","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP196","Evaluating the Impact of Conventional Code Analysis Against Large Language Models in API Vulnerability Detection","June 5, 2024","conferencePaper","needs_manual_verification","Background","Background Context","Candidate","no","NA","NA","NA","NA","NA","NA","NA","urn:isbn:979-8-4007-1651-5","10.1145/3655693.3655701","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP197","Multitask-Based Evaluation of Open-Source LLM on Software Vulnerability","2024-11","journalArticle","needs_manual_verification","Supporting","Eligible Supporting","Benchmark/Evaluation","no","NA","NA","NA","NA","NA","NA","NA","https://ieeexplore.ieee.org/abstract/document/10706805","10.1109/TSE.2024.3470333","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP198","VTT-LLM: Advancing Vulnerability-to-Tactic-and-Technique Mapping through Fine-Tuning of Large Language Model","2024/1","journalArticle","needs_manual_verification","Excluded","Excluded","Candidate","no","NA","NA","NA","NA","NA","NA","NA","https://www.mdpi.com/2227-7390/12/9/1286","10.3390/math12091286","与本文 agentic 漏洞挖掘主线关系弱或需人工复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP199","How Effective Are They? Exploring Large Language Model Based Fuzz Driver Generation","September 11, 2024","conferencePaper","published_or_indexed_from_local_metadata","Supporting","Eligible Supporting","Discovery","no","NA","NA","NA","NA","NA","NA","NA","https://dl.acm.org/doi/10.1145/3650212.3680332","10.1145/3650212.3680355","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP200","Evaluating Large Language Models for Line-Level Vulnerability Localization","03/2024","journalArticle","preprint_or_arxiv_from_local_metadata","Background","Background Context","Candidate","no","NA","NA","NA","NA","NA","NA","NA","https://ui.adsabs.harvard.edu/abs/2024arXiv240400287Z/abstract","10.1109/TSE.2025.3649250","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP201","A Survey of Large Language Models","2026-03-18","preprint","preprint_or_arxiv_from_local_metadata","Background","Background Context","Survey/Background","no","NA","NA","NA","NA","NA","NA","NA","http://arxiv.org/abs/2303.18223","10.1007/s11704-026-60308-3","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP202","Comparison of Static Application Security Testing Tools and Large Language Models for Repo-level Vulnerability Detection","2024-07-23","preprint","preprint_or_arxiv_from_local_metadata","Background","Background Context","Candidate","no","NA","NA","NA","NA","NA","NA","NA","http://arxiv.org/abs/2407.16235","10.48550/ARXIV.2407.16235","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP203","Large Language Model for Vulnerability Detection: Emerging Results and Future Directions","2024-04-14","bookSection","needs_manual_verification","Background","Background Context","Survey/Background","no","NA","NA","NA","NA","NA","NA","NA","urn:isbn:979-8-4007-0500-7","10.1145/3639476.3639762","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP204","VulnLLMEval: A Framework for Evaluating Large Language Models in Software Vulnerability Detection and Patching","2024-09-16","preprint","preprint_or_arxiv_from_local_metadata","Supporting","Eligible Supporting","Benchmark/Evaluation","no","NA","NA","NA","NA","NA","NA","NA","http://arxiv.org/abs/2409.10756","10.48550/ARXIV.2409.10756","待Core筛选或章节使用时复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
"CP205","VulDetect: A novel technique for detecting software vulnerabilities using Language Models","2023-07","conferencePaper","needs_manual_verification","Excluded","Excluded","Candidate","no","NA","NA","NA","NA","NA","NA","NA","https://ieeexplore.ieee.org/abstract/document/10224924","10.1109/CSR57506.2023.10224924","与本文 agentic 漏洞挖掘主线关系弱或需人工复核","Round2 layer audit: Analytical Core supports deep A/E interpretation; Eligible Supporting supports landscape/context statistics; Background and Excluded are not used for Core quantitative claims."
